공원명,공원주소,관리부서,시도,위치,자치구명,자치구명 (자치구별 데이터.Csv),지역,1인당 배출량,Latitude,Longitude,X좌표(Wgs84),Y좌표(Wgs84),가로쓰레기통 개수,공원 개수,기간,기타,매립,면적,면적 (자치구별 데이터.Csv),면적당 배출량,미세먼지(㎍/㎥),배출량(C),소각,아황산가스(Ppm),오존(Ppm),이산화질소(Ppm),인구,일산화탄소(Ppm),재활용,초미세먼지(㎍/㎥)
,,,서울특별시,서울특별시 마포구 양화로14-016 중앙버스정류장,마포구,마포구,,0.005128976,37.5642306,126.9074927,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 양화로165 홍대입구역 2번출구 앞,마포구,마포구,,0.005128976,37.5574039,126.9237828,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 양화로59 합정역1번출구 버스정류장(14-895),마포구,마포구,,0.005128976,37.550638,126.9148558,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 양화로 140 신촌설롱탕 앞,마포구,마포구,,0.005128976,37.5549797,126.922095,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 양화로 140 아리다움 앞,마포구,마포구,,0.005128976,37.5579237,126.9165313,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 어울마당로 65 공영주차장 앞,마포구,마포구,,0.005128976,37.5488576,126.9205655,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 와우산로 56 극동방송(14-230)버스정류장,마포구,마포구,,0.005128976,37.5494685,126.9233146,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 와우산로 56 극동방송(14-231)버스정류장,마포구,마포구,,0.005128976,37.5494685,126.9233146,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 잔다리로 13 로데오거리 버스정류장(14-884),마포구,마포구,,0.005128976,37.5505583,126.921594,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 잔다리로 14 로데오거리 버스정류장,마포구,마포구,,0.005128976,,,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 잔다리로 17 티켓라운지 앞,마포구,마포구,,0.005128976,37.5520542,126.9211243,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 잔다리로 39 서교동교회 버스정류장(14-876),마포구,마포구,,0.005128976,37.5516972,126.9189282,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 잔다리로 39 서교동교회 버스정류장(14-984),마포구,마포구,,0.005128976,37.5525355,126.9198645,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 홍익로 7 지오다노앞 분전함 옆,마포구,마포구,,0.005128976,37.5534243,126.923253,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 홍익로 10 서교푸르지오 버스정류장(14-906),마포구,마포구,,0.005128976,37.553754,126.923004,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 홍익로 10 서교푸르지오 분전함 옆,마포구,마포구,,0.005128976,37.553716,126.9236241,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 홍익로 11 프리스비 앞,마포구,마포구,,0.005128976,37.5534243,126.923253,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 홍익로 23 건물 입구 앞,마포구,마포구,,0.005128976,37.55424,126.9221939,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 홍익로 29 포에버21 앞,마포구,마포구,,0.005128976,37.5545727,126.921724,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 와우산로 121 건물 앞,마포구,마포구,,0.005128976,37.5488682,126.9213313,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 성산초등학교 입구 (14-246 버스정류장) 금강사우나 건너편,마포구,마포구,,0.005128976,37.553332,126.912208,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 양화로11길 63 메세나폴리스 홍익지구대 옆,마포구,마포구,,0.005128976,37.5518996,126.9133668,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로15 (아도디아 산업앞),마포구,마포구,,0.005128976,37.5561466,126.9200275,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로54 (티스테이션앞 횡단보도),마포구,마포구,,0.005128976,37.5539973,126.9120365,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로58 (스크린골프장 앞 횡단보도)(구)청해수산,마포구,마포구,,0.005128976,37.5545409,126.911774,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로80 (망원역 1번출구 앞),마포구,마포구,,0.005128976,37.5558962,126.8998389,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로92 (세진정형외과 앞 횡단보도),마포구,마포구,,0.005128976,37.5569237,126.9095876,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로35 (구) 청기와 예식장 앞 횡단보도,마포구,마포구,,0.005128976,37.5574729,126.918349,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로59 (기업은행앞),마포구,마포구,,0.005128976,37.5543407,126.9112819,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로167 (마포구청역 5번출구),마포구,마포구,,0.005128976,37.5623231,126.9041768,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵경기장 서측버스정류장 (14-105),마포구,마포구,,0.005128976,37.5691467,126.8980151,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로240 (월드컵터널 가기전 14-106 버스정류장),마포구,마포구,,0.005128976,37.5691467,126.8980151,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로240 (14-573 월드컵경기장역 8번 마을버스정류장) cgv,마포구,마포구,,0.005128976,37.5694438,126.899311,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로196 (마포구청 1번출구 앞),마포구,마포구,,0.005128976,37.5647641,126.9027386,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로207 (14-102) 버스정류장옆 성산A쪽,마포구,마포구,,0.005128976,37.570074,126.903604,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로204( 마포구청앞 사거리 이안빌딩앞),마포구,마포구,,0.005128976,37.5653365,126.9020861,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로213 (마포종합복지관 앞 횡단보도) 평강교회,마포구,마포구,,0.005128976,37.5653602,126.9007592,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로212 마포구청 마을버스정류장(14-563),마포구,마포구,,0.005128976,37.5660739,126.9014792,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 농수산물센터 삼거리 홈플러스입구 앞,마포구,마포구,,0.005128976,37.5675388,126.8973256,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로137 (제일 성모병원 옆 횡단보도),마포구,마포구,,0.005128976,37.5650363,126.9116787,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로122 (외환은행 앞 횡단보도),마포구,마포구,,0.005128976,37.564931,126.912434,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로74 (14-905) 버스정류장,마포구,마포구,,0.005128976,37.580228,126.8907005,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로69 (경성고교 사거리 세븐일레븐 앞 횡단보도),마포구,마포구,,0.005128976,37.5598815,126.9163052,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 성서중학교 (구)마포구청 버스정류장 인근(14-197),마포구,마포구,,0.005128976,37.563864,126.906808,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 마포구청역 7번출구 한강공원입구앞( 14-194) 버스정류장,마포구,마포구,,0.005128976,37.5628966,126.9032079,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로188(14-985 성산2동 주민센터 버스정류장),마포구,마포구,,0.005128976,37.5685712,126.9089833,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로152 중동초교 육교 건너편,마포구,마포구,,0.005128976,37.5665336,126.9113649,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로260(14-162 성산아파트 버스정류장),마포구,마포구,,0.005128976,37.570074,126.903604,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 성산소방파출소(14-161 버스정류장),마포구,마포구,,0.005128976,37.5698715,126.9036465,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로185 (14-980 버스정류장),마포구,마포구,,0.005128976,37.5678704,126.9079329,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로160 (마포구청역4번출구 앞),마포구,마포구,,0.005128976,37.5593963,126.9058128,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로164 (가마솥순대 앞 횡단보도),마포구,마포구,,0.005128976,37.5622007,126.9048101,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로106(망원우체국 사거리 T월드 앞 횡단보도),마포구,마포구,,0.005128976,37.5578685,126.90741,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 성산로124 (구 마포구청 앞14-196 버스정류장 앞),마포구,마포구,,0.005128976,37.563864,126.906808,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 마포구청역 3번출구앞,마포구,마포구,,0.005128976,37.5623231,126.9041768,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 성산2교 버스정류장(14-198),마포구,마포구,,0.005128976,37.5656448,126.9114205,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 성산2교 버스정류장(14-199)자전거보관소 앞,마포구,마포구,,0.005128976,37.563856,126.913249,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로136,마포구,마포구,,0.005128976,37.5649499,126.9124885,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로240 (월드컵경기장 남측 횡단보도 옆),마포구,마포구,,0.005128976,37.5682588,126.8972774,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로235( 농수산물시장 앞 횡단보도),마포구,마포구,,0.005128976,37.5651596,126.89847,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로240 (월드컵경기장 건너 14-103 버스정류장 앞),마포구,마포구,,0.005128976,37.569656,126.899058,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로240 (월드컵경기장 남쪽 14-104 버스정류장),마포구,마포구,,0.005128976,37.566743,126.896239,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵로240 (야외 경기장 앞 사거리 횡단보도 옆),마포구,마포구,,0.005128976,37.5674863,126.8980812,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 마포구청 앞 광장1,마포구,마포구,,0.005128976,37.5660739,126.9014792,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 마포구청 앞 광장2,마포구,마포구,,0.005128976,37.5660739,126.9014792,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 마포구청 앞 광장 4구재활용,마포구,마포구,,0.005128976,37.560069,126.9027509,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 성암로 330 첨단산업센터 (14-111버스정류장),마포구,마포구,,0.005128976,37.5848659,126.88598,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 가양대로 서울일본인학교 (14-290 버스정류장),마포구,마포구,,0.005128976,37.5835898,126.8842828,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로366 cj센터 건물 앞 (14-286 버스정류장),마포구,마포구,,0.005128976,37.577744,126.892156,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로 디지털미디어시티 교차로 (월드컵4차아파트 상가) 던킨도너츠 앞,마포구,마포구,,0.005128976,37.580228,126.8907005,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로396( 디지털미디어시티 사거리 누리꿈스퀘어 누리꿈몰 간판 앞),마포구,마포구,,0.005128976,37.579396,126.8897942,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로416 LGU플러스,마포구,마포구,,0.005128976,37.5819473,126.8892,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로 LGCNS건물 앞(14-288) 버스정류장,마포구,마포구,,0.005128976,37.5697271,126.9029931,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로 상암고등학교앞 (14-291) 버스정류장,마포구,마포구,,0.005128976,37.5813449,126.8836186,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로 상암초등학교 앞(14-166),마포구,마포구,,0.005128976,37.5776112,126.8932985,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 디지털미디어시티역 2번출구(14-296정류장),마포구,마포구,,0.005128976,37.575155,126.899681,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 디지털미디어시티역 2번출구 건너편,마포구,마포구,,0.005128976,37.575155,126.899681,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 DMC첨단산업센터 버스정류장(14-355)인근,마포구,마포구,,0.005128976,37.5848659,126.88598,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 성암로 디지털 미디어센터역8번출구,마포구,마포구,,0.005128976,37.5772719,126.8973034,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 가양대로124 월드컵파크7단지 (14-271)버스정류장,마포구,마포구,,0.005128976,37.5807776,126.8784294,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 상암고등학교 인근,마포구,마포구,,0.005128976,37.5813449,126.8836186,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 가양대로131 월드컵파크7단지(14-272 버스정류장),마포구,마포구,,0.005128976,37.5818911,126.8787908,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 상암산로34(디지털큐브 둿편 CCTV함 옆),마포구,마포구,,0.005128976,37.5784516,126.8915392,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 서부면허시헙장 버스정류장 (14-110),마포구,마포구,,0.005128976,37.5792537,126.8800168,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 서부면허시헙장 버스정류장 (14-109),마포구,마포구,,0.005128976,37.5792537,126.8800168,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 성암로 디지털 미디어시티역 9번 출구,마포구,마포구,,0.005128976,37.575155,126.899681,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 디지털 미디어시티역 7번출구,마포구,마포구,,0.005128976,37.5779636,126.9004205,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로 54길12 (국악방송 앞),마포구,마포구,,0.005128976,37.5808075,126.8893906,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 상암산로MBC상가 앞 횡단보도(YTN방향),마포구,마포구,,0.005128976,37.5800693,126.8914327,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 성산자동차학원 버스정류장(14-351),마포구,마포구,,0.005128976,37.569474,126.9118255,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 성산자동차학원 버스정류장(14-352건너편),마포구,마포구,,0.005128976,37.569474,126.9118255,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로 445 공원 거리,마포구,마포구,,0.005128976,,,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵북로 396 공원 거리,마포구,마포구,,0.005128976,,,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 상암동 1538,마포구,마포구,,0.005128976,37.5714779,126.8875503,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 마포구 월드컵경기장 서문입구,마포구,마포구,,0.005128976,37.5682588,126.8972774,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,서울특별시 양천구 강서보건소앞 중앙차로 정류장,마포구,마포구,,0.005128976,37.549568,126.867566,,,274,5,2020,0.2,71.8,,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
,,,서울특별시,"서울특별시 양천구 목3동,600-2호,공중전화부스앞",양천구,양천구,,0.002396141,37.5482943,126.8684812,,,216,5,2020,0.1,77.3,,17.41,63.62435382,39,1107.7,106.4,0.004,0.024,0.026,462285,0.5,923.9,22
,,,서울특별시,서울특별시 양천구 목1단지 상가 버스정류장,양천구,양천구,,0.002396141,37.514686,126.871797,,,216,5,2020,0.1,77.3,,17.41,63.62435382,39,1107.7,106.4,0.004,0.024,0.026,462285,0.5,923.9,22
,,,서울특별시,"서울특별시 양천구 목7단지,KT건너편 버스정류장",양천구,양천구,,0.002396141,37.52556,126.867035,,,216,5,2020,0.1,77.3,,17.41,63.62435382,39,1107.7,106.4,0.004,0.024,0.026,462285,0.5,923.9,22
,,,서울특별시,서울특별시 양천구 오목공원앞 버스정류장,양천구,양천구,,0.002396141,37.5279543,126.8733142,,,216,5,2020,0.1,77.3,,17.41,63.62435382,39,1107.7,106.4,0.004,0.024,0.026,462285,0.5,923.9,22
,,,서울특별시,서울특별시 양천구 목은 초등학교 버스정류장앞,양천구,양천구,,0.002396141,37.5267322,126.8729254,,,216,5,2020,0.1,77.3,,17.41,63.62435382,39,1107.7,106.4,0.004,0.024,0.026,462285,0.5,923.9,22
,,,서울특별시,서울특별시 양천구 행복한세상 건너편 버스정류장,양천구,양천구,,0.002396141,37.5079189,126.8364235,,,216,5,2020,0.1,77.3,,17.41,63.62435382,39,1107.7,106.4,0.004,0.024,0.026,462285,0.5,923.9,22
,,,서울특별시,"서울특별시 양천구 목5동사무소,건너편 버스정류장",양천구,양천구,,0.002396141,37.5371069,126.8817151,,,216,5,2020,0.1,77.3,,17.41,63.62435382,39,1107.7,106.4,0.004,0.024,0.026,462285,0.5,923.9,22
,,,서울특별시,"서울특별시 양천구 목6단지상가,버스정류장앞",양천구,양천구,,0.002396141,37.536779,126.884245,,,216,5,2020,0.1,77.3,,17.41,63.62435382,39,1107.7,106.4,0.004,0.024,0.026,462285,0.5,923.9,22
,,,서울특별시,"서울특별시 양천구 목동 파라곤,버스정류장",양천구,양천구,,0.002396141,37.53011,126.875542,,,216,5,2020,0.1,77.3,,17.41,63.62435382,39,1107.7,106.4,0.004,0.024,0.026,462285,0.5,923.9,22
