위치,자치구명,공원명,미세먼지(㎍/㎥),배출량(C),재활용
서울특별시 강북구 노해로50 성실교회 앞,강북구,0,32,851,772.1
서울특별시 강남구 동남철물,강남구,1,32,3718,3059.5
서울특별시 용산구 순천향 병원 진입로 옆 인도,용산구,0,36,1140.8,1009.6
서울특별시 은평구 독바위역 앞 1번출구 앞,은평구,1,38,2311.2,2146.4
서울특별시 도봉구 덕성여대 건너편,도봉구,1,35,805.8,624.4
서울특별시 동대문구 왕산로 238,동대문구,0,33,1367.2,1234.7
서울특별시 도봉구 우성아파트 101동 옆,도봉구,0,35,805.8,624.4
서울특별시 강동구 강일초등학교 버스정류장 인근,강동구,0,37,4555.5,4356.1
서울특별시 관악구 신림역 6번 출구,관악구,0,35,1666.5,1533.2
서울특별시 송파구 복정역 2번 출구 주변,송파구,0,34,2353.1,2041.2
서울특별시 강남구 개포동 주공1단지 123동앞,강남구,0,32,3718,3059.5
서울특별시 중구 신당역 8번 출구 앞,중구,1,36,1468.2,1268
서울특별시 강동구 고덕로130 (암사동413 암사3동주민센터 프라이어펠리스 버스정류장,강동구,0,37,4555.5,4356.1
서울특별시 광진구 능동로36길 32(대봉갈비 앞),광진구,0,33,1379.4,1290.4
서울특별시 서초구 강남대로 148 상록빌딩 앞,서초구,0,39,3801.7,3566.8
서울특별시 강서구 등촌로 213 칼텍스주유소 앞,강서구,0,38,2949.5,2213.8
서울특별시 중랑구 면중초등학교(07-200),중랑구,1,33,1585.9,1461.3
서울특별시 서초구 양재역 5∼6번 출구 사이 광장,서초구,0,39,3801.7,3566.8
서울특별시 서대문구 홍은1동 세검정로51,서대문구,0,32,1604.9,1490.7
서울특별시 광진구 건대역 2번출구 앞,광진구,0,33,1379.4,1290.4
서울특별시 도봉구 쌍문4동 주민센터 앞,도봉구,2,35,805.8,624.4
"서울특별시 용산구 한강대교북단(신용산방면) 중앙버스정류장(도심,03-001))",용산구,0,36,1140.8,1009.6
서울특별시 강남구 삼성생명,강남구,0,32,3718,3059.5
서울특별시 성동구 성동구 행당동 1-13,성동구,0,34,2181.2,1442.1
서울특별시 구로구 도림천로 376,구로구,0,37,1333.4,1111.4
서울특별시 강서구 화곡동유림아파트(16-189),강서구,0,38,2949.5,2213.8
서울특별시 은평구 은평로170 서부세무소,은평구,0,38,2311.2,2146.4
서울특별시 강동구 리버파크8단지 정문(72)앞,강동구,0,37,4555.5,4356.1
서울특별시 성동구 마장동523-4,성동구,1,34,2181.2,1442.1
서울특별시 광진구 동일로343(중곡1동 610-8),광진구,0,33,1379.4,1290.4
서울특별시 도봉구 지센 앞,도봉구,0,35,805.8,624.4
서울특별시 금천구 문성로 67,금천구,0,35,1936.9,1798.5
서울특별시 성동구 행당로2-11,성동구,1,34,2181.2,1442.1
서울특별시 강서구 염창동한마음.관음삼성아파트(16-249),강서구,0,38,2949.5,2213.8
서울특별시 구로구 가마산로242,구로구,0,37,1333.4,1111.4
서울특별시 은평구 연서로 290 불광지구대 버스정류장(불광동),은평구,1,38,2311.2,2146.4
서울특별시 강북구 수유전철역3번출구 부근 마을버스정류장,강북구,0,32,851,772.1
서울특별시 종로구 음식문화거리 자하문로1길 26,종로구,1,36,882,735.3
서울특별시 영등포구 영등포청과시장 버스정류장(19-436),영등포구,0,34,2556.1,2377.5
서울특별시 동대문구 전농동 135-24,동대문구,0,33,1367.2,1234.7
서울특별시 중구 신당역 11번출구 앞,중구,0,36,1468.2,1268
서울특별시 강남구 일원동 삼성의료원 정문,강남구,1,32,3718,3059.5
서울특별시 마포구 신촌로94 신촌역7번출구앞,마포구,0,34,1979.4,1753.4
서울특별시 마포구 성암로 330 첨단산업센터 (14-111버스정류장),마포구,0,34,1979.4,1753.4
서울특별시 구로구 445,구로구,0,37,1333.4,1111.4
서울특별시 구로구 도림천로352,구로구,0,37,1333.4,1111.4
서울특별시 성북구 성신여대역 3번출구,성북구,0,34,1354.6,1247.6
서울특별시 강동구 올림픽로875 (암사동139-2 선사유적지 매표소 앞),강동구,0,37,4555.5,4356.1
서울특별시 강남구 논현역8번 출구,강남구,0,32,3718,3059.5
서울특별시 서초구 사평대로 55 버스정류장 앞,서초구,0,39,3801.7,3566.8
서울특별시 양천구 신정3동 남부순환로 정류장(학마을 103 옆),양천구,0,39,1107.7,923.9
서울특별시 강북구 인수동주민센터 앞,강북구,0,32,851,772.1
서울특별시 용산구 녹사평역 1번출구앞 버스정류장(03-186),용산구,0,36,1140.8,1009.6
서울특별시 강남구 동신빌딩,강남구,0,32,3718,3059.5
서울특별시 광진구 자양사거리(구의1동),광진구,0,33,1379.4,1290.4
서울특별시 광진구 자양사거리 정류장,광진구,0,33,1379.4,1290.4
서울특별시 성북구 보문로80. 브라운관광호텔 앞 버스정류장 (08-182),성북구,0,34,1354.6,1247.6
서울특별시 강북구 북한산우이역 1번출구 앞 버스정류장,강북구,0,32,851,772.1
서울특별시 강남구 대치동 941-20,강남구,0,32,3718,3059.5
서울특별시 도봉구 오봉초교 정문 앞,도봉구,0,35,805.8,624.4
서울특별시 중구 황학동 롯데캐슬,중구,0,36,1468.2,1268
"서울특별시 양천구 신월5동,기아자동차 정류장",양천구,0,39,1107.7,923.9
서울특별시 송파구 잠실역 1번 출구 주변,송파구,0,34,2353.1,2041.2
서울특별시 구로구 오류동 171-11(오류2동주민센터 맞은편),구로구,0,37,1333.4,1111.4
"서울특별시 용산구 순천향대학병원,한남오거리(신사역방면) 버스정류장(03-165)",용산구,0,36,1140.8,1009.6
서울특별시 종로구 진흥로 456 앞,종로구,0,36,882,735.3
서울특별시 영등포구 당산역 7번 출구 뒤,영등포구,0,34,2556.1,2377.5
서울특별시 강남구 플라워 페이지,강남구,0,32,3718,3059.5
서울특별시 영등포구 영등포기계상가 맞은편 버스정류장(19-203),영등포구,0,34,2556.1,2377.5
서울특별시 강남구 대치동 962-21,강남구,0,32,3718,3059.5
서울특별시 강남구 현대아파트 84동,강남구,0,32,3718,3059.5
서울특별시 서초구 반포대로 144 버스정류장 앞,서초구,0,39,3801.7,3566.8
서울특별시 강동구 구천면로329,강동구,0,37,4555.5,4356.1
서울특별시 마포구 공덕오거리 버스정류장 (14-149),마포구,0,34,1979.4,1753.4
서울특별시 광진구 이마트 삼거리,광진구,0,33,1379.4,1290.4
서울특별시 용산구 효창공원역 3번출구(버스정류장03-180),용산구,0,36,1140.8,1009.6
서울특별시 영등포구 아리수 정수센터 버스정류장(19-215),영등포구,0,34,2556.1,2377.5
서울특별시 노원구 상계10동 주공714동 앞 버스정류장,노원구,0,36,1591.5,1366.8
서울특별시 도봉구 금용 아파트 앞,도봉구,0,35,805.8,624.4
서울특별시 강서구 화곡동백구사(16-193),강서구,0,38,2949.5,2213.8
서울특별시 서초구 내방역 3~4번 출구,서초구,0,39,3801.7,3566.8
"서울특별시 양천구 목3단지건너편,목4동버스정류장",양천구,0,39,1107.7,923.9
서울특별시 중구 시청역 8번출구,중구,0,36,1468.2,1268
서울특별시 금천구 범안로 1242(독산동 1035),금천구,0,35,1936.9,1798.5
서울특별시 성동구 성동구 성수동2가 280-41,성동구,0,34,2181.2,1442.1
서울특별시 마포구 성산2교 버스정류장(14-198),마포구,0,34,1979.4,1753.4
서울특별시 도봉구 북서울농협 앞,도봉구,0,35,805.8,624.4
서울특별시 은평구 은평로 171 응암지구대 앞,은평구,0,38,2311.2,2146.4
서울특별시 구로구 새말로94,구로구,0,37,1333.4,1111.4
"서울특별시 광진구 광나루역,극동아파트 버스정류장",광진구,0,33,1379.4,1290.4
서울특별시 서대문구 연세로 6,서대문구,0,32,1604.9,1490.7
서울특별시 관악구 관악로 306,관악구,0,35,1666.5,1533.2
서울특별시 강남구 하나은행,강남구,0,32,3718,3059.5
서울특별시 마포구 월드컵로240 (월드컵경기장 남측 횡단보도 옆),마포구,0,34,1979.4,1753.4
서울특별시 마포구 월드컵북로416 LGU플러스,마포구,0,34,1979.4,1753.4
서울특별시 송파구 석촌역 8번 출구,송파구,0,34,2353.1,2041.2
서울특별시 송파구 종합운동장역 5번출구,송파구,1,34,2353.1,2041.2
서울특별시 영등포구 MBC옆 버스정류장,영등포구,0,34,2556.1,2377.5
서울특별시 송파구 잠실엘스(아) 신천역 5번출구,송파구,0,34,2353.1,2041.2
서울특별시 서대문구 신촌동 신촌로43 장로교회,서대문구,0,32,1604.9,1490.7
서울특별시 성북구 종암동3-686(스타벅스앞) 버스정류장,성북구,0,34,1354.6,1247.6
"서울특별시 용산구 방태산식당앞(이촌2동주민센터,문화시설보건소셔틀버스정류장)",용산구,0,36,1140.8,1009.6
서울특별시 구로구 구로로4길 46(연애인아파트입구),구로구,0,37,1333.4,1111.4
서울특별시 노원구 육사행정안내소입구,노원구,0,36,1591.5,1366.8
서울특별시 동작구 C&U편의점 앞,동작구,0,40,1514.3,1410.9
서울특별시 관악구 신림로 137,관악구,0,35,1666.5,1533.2
서울특별시 강서구 화곡동남부시장버스정류장(16-180),강서구,0,38,2949.5,2213.8
서울특별시 송파구 국립농산물 품질관리원,송파구,0,34,2353.1,2041.2
서울특별시 영등포구 제비표 페인트 앞,영등포구,0,34,2556.1,2377.5
서울특별시 강남구 대치동 선릉역 1번출구 방면,강남구,0,32,3718,3059.5
서울특별시 서대문구 충정로 충정로역 (13045),서대문구,0,32,1604.9,1490.7
서울특별시 강남구 청담역6번 출구,강남구,1,32,3718,3059.5
"서울특별시 양천구 목5동사무소,건너편 버스정류장",양천구,0,39,1107.7,923.9
서울특별시 영등포구 증권거래소 앞 버스정류소(19-157),영등포구,0,34,2556.1,2377.5
"서울특별시 성북구 정릉동 950-5 국민대입구 버스정류장
(북악터널 → 길음)",성북구,0,34,1354.6,1247.6
서울특별시 중구 무교동 17-17 버거킹 옆,중구,0,36,1468.2,1268
서울특별시 동대문구 사가정로 122,동대문구,1,33,1367.2,1234.7
서울특별시 마포구 월드컵북로15 (아도디아 산업앞),마포구,0,34,1979.4,1753.4
서울특별시 금천구 시흥대로 385(독산동 292-33),금천구,0,35,1936.9,1798.5
서울특별시 강서구 강서한방병원버스정류장(16-328),강서구,0,38,2949.5,2213.8
서울특별시 관악구 남부순환로 1900,관악구,0,35,1666.5,1533.2
서울특별시 강동구 성내로45 (성내동541-2 강동보건소 앞),강동구,0,37,4555.5,4356.1
서울특별시 동대문구 촬영소 고개,동대문구,1,33,1367.2,1234.7
서울특별시 광진구 동일로22길 25(CU 편의점 앞),광진구,0,33,1379.4,1290.4
"서울특별시 강동구 상암로67길37 (명일동150 한영중고,외고 버스정류장)",강동구,1,37,4555.5,4356.1
서울특별시 용산구 이태원역 2번 출구 (해밀턴호텔정문앞횡단보도),용산구,0,36,1140.8,1009.6
서울특별시 구로구 부일로 957 건너편,구로구,0,37,1333.4,1111.4
서울특별시 동작구 경문고등학교 후문인도,동작구,0,40,1514.3,1410.9
서울특별시 강남구 GM대우,강남구,1,32,3718,3059.5
서울특별시 강남구 대치동 605,강남구,0,32,3718,3059.5
서울특별시 도봉구 건영아파트 103동 앞,도봉구,0,35,805.8,624.4
서울특별시 마포구 마포대로 58 버스전용차로 정류장,마포구,0,34,1979.4,1753.4
서울특별시 동작구 정진학원길,동작구,1,40,1514.3,1410.9
서울특별시 강남구 신의주찹쌀순대,강남구,1,32,3718,3059.5
서울특별시 성동구 행당동133-5,성동구,0,34,2181.2,1442.1
서울특별시 강남구 LG패션,강남구,0,32,3718,3059.5
서울특별시 송파구 극동아파트 앞,송파구,0,34,2353.1,2041.2
서울특별시 송파구 한성백제 박물관 주변,송파구,0,34,2353.1,2041.2
서울특별시 영등포구 우체국 앞 횡단보도,영등포구,1,34,2556.1,2377.5
서울특별시 은평구 서부경찰서 후문 버스정류장 옆,은평구,0,38,2311.2,2146.4
서울특별시 영등포구 당산공원 버스정류장 앞,영등포구,0,34,2556.1,2377.5
서울특별시 송파구 경찰병원역 4번 출구 주변,송파구,0,34,2353.1,2041.2
서울특별시 성동구 310,성동구,0,34,2181.2,1442.1
서울특별시 강남구 광명안경,강남구,0,32,3718,3059.5
서울특별시 서대문구 천연동 독립문 전철역 4번출구,서대문구,1,32,1604.9,1490.7
서울특별시 성북구 돈암동19-309 미아리고개 중앙차로버스정류장(성신여대→길음),성북구,1,34,1354.6,1247.6
서울특별시 강동구 강동홈플러스 옆,강동구,0,37,4555.5,4356.1
서울특별시 도봉구 창동역1번출구마을버스정류장앞,도봉구,0,35,805.8,624.4
서울특별시 마포구 월드컵파크2단지 (14-118)버스정류장앞,마포구,2,34,1979.4,1753.4
서울특별시 동작구 비계 정류장 (ID : 20-129),동작구,0,40,1514.3,1410.9
서울특별시 동대문구 장한로 100,동대문구,0,33,1367.2,1234.7
서울특별시 동대문구 망우로 34,동대문구,0,33,1367.2,1234.7
서울특별시 마포구 상암고등학교 인근,마포구,0,34,1979.4,1753.4
서울특별시 강동구 구천면로516 (명일동61 이레정형외과 앞),강동구,0,37,4555.5,4356.1
서울특별시 구로구 푸르지오상가앞,구로구,0,37,1333.4,1111.4
서울특별시 마포구 와우산로69 홍대정문앞 사거리 태평양 약국앞,마포구,1,34,1979.4,1753.4
서울특별시 중구 버티고개 남산타운입구 버스정류장,중구,0,36,1468.2,1268
서울특별시 도봉구 SK주유소 앞,도봉구,1,35,805.8,624.4
서울특별시 동대문구 왕산로 226,동대문구,0,33,1367.2,1234.7
서울특별시 관악구 봉천역 4번 출구,관악구,0,35,1666.5,1533.2
"서울특별시 용산구 한남동(한남시범아파트방면) 버스정류장(03-213)(현대리버티하우스,KEB하나은행앞)",용산구,0,36,1140.8,1009.6
서울특별시 관악구 서울대입구역 4번 출구,관악구,0,35,1666.5,1533.2
서울특별시 송파구 석촌동 290-3 앞 횡단보도 옆,송파구,0,34,2353.1,2041.2
서울특별시 마포구 홍익로 10 서교푸르지오 분전함 옆,마포구,0,34,1979.4,1753.4
서울특별시 강북구 강북소방서 앞,강북구,0,32,851,772.1
서울특별시 성동구 행당로6-6,성동구,1,34,2181.2,1442.1
서울특별시 강남구 쌍용자동차,강남구,0,32,3718,3059.5
서울특별시 성동구 성동구 성수동2가 236-7,성동구,0,34,2181.2,1442.1
서울특별시 강동구 양재대로1403 (성내동396-19 가야숯불갈비 앞),강동구,0,37,4555.5,4356.1
서울특별시 강서구 나누리병원 16-200,강서구,0,38,2949.5,2213.8
서울특별시 중구 남대문세무서 앞 버스환승센터,중구,0,36,1468.2,1268
서울특별시 은평구 불광로 129-1 독바위역 앞(불광동),은평구,1,38,2311.2,2146.4
서울특별시 중구 남산 육교 엘리베이터 앞,중구,0,36,1468.2,1268
서울특별시 서대문구 통일로357 (무악재역4번출구),서대문구,0,32,1604.9,1490.7
서울특별시 도봉구 도봉구청 맞은편,도봉구,0,35,805.8,624.4
서울특별시 강남구 삼성주유소,강남구,1,32,3718,3059.5
서울특별시 강동구 명일로172 (둔촌동630 둔촌푸르지오ⓐ),강동구,0,37,4555.5,4356.1
