위치,자치구명,공원명,미세먼지(㎍/㎥),배출량(C),재활용
서울특별시 동작구 신대방 우성2차 101동 도로,동작구,0,40,1514.3,1410.9
서울특별시 서대문구 연희동 증가로81 (13226),서대문구,0,32,1604.9,1490.7
서울특별시 용산구 소화아동병원앞(택시정류장),용산구,1,36,1140.8,1009.6
서울특별시 도봉구 창동역1번출구 8번마을버스정류장앞,도봉구,0,35,805.8,624.4
서울특별시 강동구 양재대로1369 (둔촌동416 둔촌역1번출구 앞),강동구,0,37,4555.5,4356.1
서울특별시 용산구 한강맨션앞 버스정류장(이민재 소아청소년과)(03-218),용산구,0,36,1140.8,1009.6
서울특별시 은평구 은평로205 녹번동성당 앞,은평구,0,38,2311.2,2146.4
서울특별시 강서구 마곡중앙로 33 마곡엠밸리14단지 버스정류장,강서구,0,38,2949.5,2213.8
서울특별시 용산구 하얏트 호텔(남산체육관방면) 버스정류장(03-175)이광희뷰티크건너편,용산구,0,36,1140.8,1009.6
서울특별시 동작구 상도로 179,동작구,0,40,1514.3,1410.9
서울특별시 광진구 구 법원앞,광진구,0,33,1379.4,1290.4
서울특별시 동대문구 전농로 120,동대문구,1,33,1367.2,1234.7
서울특별시 강남구 강남역 12번출구,강남구,0,32,3718,3059.5
서울특별시 광진구 광나루역 4번출구 뒤,성동구,0,34,2181.2,1442.1
서울특별시 서대문구 신촌로279-1,서대문구,0,32,1604.9,1490.7
서울특별시 은평구 은평로25 영보 안경 앞,은평구,0,38,2311.2,2146.4
서울특별시 중랑구 하나은행(07-376),중랑구,0,33,1585.9,1461.3
서울특별시 용산구 OK 쇼핑 왕발전문점앞 횡단보도,용산구,0,36,1140.8,1009.6
"서울특별시 양천구 목동 파라곤,버스정류장",양천구,0,39,1107.7,923.9
서울특별시 송파구 한솔병원앞 버스중앙차로(상행),송파구,0,34,2353.1,2041.2
서울특별시 서대문구 북가좌1동 수색로 장미터널(적환장),서대문구,0,32,1604.9,1490.7
서울특별시 동작구 범한택시 정류장(ID : 20-144),동작구,0,40,1514.3,1410.9
서울특별시 용산구 한남동 동원베네스트 사잇길 옆 쉼터,용산구,0,36,1140.8,1009.6
서울특별시 구로구 경서로 47,구로구,0,37,1333.4,1111.4
서울특별시 강북구 덕릉로96 G2BAR 앞,강북구,1,32,851,772.1
서울특별시 동대문구 장한로 201,동대문구,0,33,1367.2,1234.7
"서울특별시 용산구 신용산역(한강대교북단방면) 중앙버스정류장(외곽,03-004)",용산구,0,36,1140.8,1009.6
서울특별시 광진구 현대8차아파트 정류장,광진구,0,33,1379.4,1290.4
서울특별시 서대문구 충현동 충정로77(서대문역 1번출구),서대문구,0,32,1604.9,1490.7
서울특별시 구로구 고척로229,구로구,0,37,1333.4,1111.4
서울특별시 강남구 ABC마트,강남구,0,32,3718,3059.5
"서울특별시 용산구 KT용산지사(삼각지방면)중앙버스정류장(도심,03-005)",용산구,0,36,1140.8,1009.6
서울특별시 동작구 롯데캐슬아파트 앞,동작구,0,40,1514.3,1410.9
서울특별시 성동구 금호동3가373-1,성동구,1,34,2181.2,1442.1
서울특별시 은평구 수색로 181 GS칼텍스 앞,은평구,0,38,2311.2,2146.4
서울특별시 성동구 행당동 7,성동구,0,34,2181.2,1442.1
"서울특별시 성북구 길음역 10번 출구
동소문로264",성북구,0,34,1354.6,1247.6
서울특별시 강북구 솔샘로335 삼양동입구 사거리 앞,강북구,0,32,851,772.1
서울특별시 동작구 사육신공원 앞,동작구,1,40,1514.3,1410.9
서울특별시 성동구 금호동1가 632,성동구,1,34,2181.2,1442.1
서울특별시 성북구 돈암신일해피트리아파트방향,성북구,0,34,1354.6,1247.6
서울특별시 중랑구 던킨도너츠 앞,중랑구,0,33,1585.9,1461.3
서울특별시 중랑구 버스중앙차로 (07-012),중랑구,1,33,1585.9,1461.3
서울특별시 서대문구 연세로 30,서대문구,0,32,1604.9,1490.7
서울특별시 관악구 남부순환로 1937,관악구,0,35,1666.5,1533.2
서울특별시 성동구 금호동4가145,성동구,1,34,2181.2,1442.1
서울특별시 강동구 고덕천/상일역교차로 정류장,강동구,1,37,4555.5,4356.1
서울특별시 은평구 갈현로 82 휴대폰 할인마트 앞,은평구,0,38,2311.2,2146.4
서울특별시 마포구 월드컵로213 (마포종합복지관 앞 횡단보도) 평강교회,마포구,0,34,1979.4,1753.4
서울특별시 양천구 서서울공원앞 정류장,양천구,1,39,1107.7,923.9
서울특별시 구로구 고척로 238,구로구,0,37,1333.4,1111.4
서울특별시 동작구 서울지방병무청앞(ID:20-106),동작구,0,40,1514.3,1410.9
서울특별시 중구 동대문역사문화공원역 1번출구 건너편 정류장,중구,1,36,1468.2,1268
서울특별시 강서구 공항중학교.공항초등학교(중)(16-016),강서구,0,38,2949.5,2213.8
서울특별시 구로구 구로동로 153,구로구,0,37,1333.4,1111.4
서울특별시 영등포구 6번출구 공항리무진 버스정류장(19-839),영등포구,0,34,2556.1,2377.5
서울특별시 강서구 마곡나루역1번출구 버스정류장(16-399),강서구,0,38,2949.5,2213.8
서울특별시 영등포구 안양천입구 버스정류장(19-217),영등포구,0,34,2556.1,2377.5
서울특별시 영등포구 버스중앙차로(19-001),영등포구,0,34,2556.1,2377.5
서울특별시 강동구 올림픽로566 (성내동322-7 강동구청역 버스정류장),강동구,0,37,4555.5,4356.1
서울특별시 서초구 효령로 334 버스정류장 앞,서초구,0,39,3801.7,3566.8
서울특별시 송파구 풍납동 310 앞 버스정류소 주변,송파구,0,34,2353.1,2041.2
서울특별시 구로구 403,구로구,0,37,1333.4,1111.4
서울특별시 도봉구 도봉1동 파크빌 2단지 앞,도봉구,0,35,805.8,624.4
서울특별시 종로구 서울대병원 버스정류장,종로구,1,36,882,735.3
서울특별시 광진구 건대병원(장애인 버스정류장),광진구,0,33,1379.4,1290.4
서울특별시 중구 제일평화 시장,중구,0,36,1468.2,1268
서울특별시 은평구 연서로 415 은평노인복지관 앞 (진관동),은평구,0,38,2311.2,2146.4
서울특별시 강북구 미양중고 버스정류장(09847),강북구,0,32,851,772.1
서울특별시 중랑구 사가정역(면목시장방면/07-179),중랑구,0,33,1585.9,1461.3
서울특별시 마포구 독막로87 상수역 2번출구 앞,마포구,0,34,1979.4,1753.4
서울특별시 강서구 마곡수명산파크3단지 버스정류장(16-879),강서구,0,38,2949.5,2213.8
서울특별시 강북구 롯데마트 삼양점 앞,강북구,0,32,851,772.1
서울특별시 동작구 남성역정류소(ID:20-179),동작구,1,40,1514.3,1410.9
서울특별시 금천구 독산로 81-1,금천구,0,35,1936.9,1798.5
서울특별시 서초구 서울성모병원사거리 서래공원 앞,서초구,0,39,3801.7,3566.8
서울특별시 관악구 난곡로 247,관악구,0,35,1666.5,1533.2
서울특별시 용산구 이촌역 2번출구,용산구,0,36,1140.8,1009.6
서울특별시 송파구 방이동 160-3 버스정류장 주변,송파구,0,34,2353.1,2041.2
서울특별시 마포구 마포구청 앞 광장1,마포구,0,34,1979.4,1753.4
서울특별시 은평구 증산로 389 신현아파트 앞,은평구,1,38,2311.2,2146.4
서울특별시 강남구 현대아파트 91동,강남구,0,32,3718,3059.5
서울특별시 서초구 강남대로 259(호텔페이토) 횡단보도옆,서초구,0,39,3801.7,3566.8
서울특별시 중랑구 면목2동(07-115),중랑구,0,33,1585.9,1461.3
서울특별시 노원구 하계역,노원구,0,36,1591.5,1366.8
서울특별시 광진구 금호아파트 앞 정류장,광진구,0,33,1379.4,1290.4
서울특별시 강동구 올림픽로811 (암사동504-38 삼성광나루ⓐ 암사유적 버스정류장),강동구,0,37,4555.5,4356.1
서울특별시 도봉구 도봉보건소 맞은편,도봉구,0,35,805.8,624.4
서울특별시 강남구 더조은 병원,강남구,0,32,3718,3059.5
서울특별시 송파구 방이역 1번 출구 버스정류장 주변,송파구,0,34,2353.1,2041.2
서울특별시 서대문구 가좌로 52 (13216),서대문구,0,32,1604.9,1490.7
서울특별시 강동구 606 앞,강동구,1,37,4555.5,4356.1
서울특별시 마포구 양화로 14-015 중앙버스정류장,마포구,0,34,1979.4,1753.4
서울특별시 중랑구 SC제일은행 앞,중랑구,1,33,1585.9,1461.3
서울특별시 양천구 신정3동 현대@앞 버스정류장,양천구,0,39,1107.7,923.9
서울특별시 성동구 청계천로10가길102,성동구,1,34,2181.2,1442.1
서울특별시 강서구 우장산역 1번출구16-213,강서구,0,38,2949.5,2213.8
서울특별시 강남구 대치동 은마아파트 2동 앞,강남구,0,32,3718,3059.5
서울특별시 송파구 잠실나루 1번 출구 어린이집 주변,송파구,1,34,2353.1,2041.2
서울특별시 강북구 강북재활용 선별장 앞(2개 추가),강북구,1,32,851,772.1
서울특별시 도봉구 도봉병원 부근,도봉구,0,35,805.8,624.4
서울특별시 서초구 효령로 341 버스정류장 앞,서초구,0,39,3801.7,3566.8
서울특별시 서초구 반포대로 72(한독모터스) 앞,서초구,0,39,3801.7,3566.8
서울특별시 성북구 길음역 환승주차장 차량 입출구,성북구,0,34,1354.6,1247.6
서울특별시 용산구 보금사에서 스시바얼이태원점앞(녹사평산악회앞),용산구,0,36,1140.8,1009.6
서울특별시 강남구 현대아파트 92동앞,강남구,0,32,3718,3059.5
서울특별시 마포구 월드컵북로74 (14-905) 버스정류장,마포구,0,34,1979.4,1753.4
서울특별시 송파구 복정역 4번 출구,송파구,0,34,2353.1,2041.2
서울특별시 강남구 신사역 8번출구,강남구,0,32,3718,3059.5
서울특별시 구로구 구로동로 107,구로구,0,37,1333.4,1111.4
서울특별시 송파구 방이역 1번 출구,송파구,0,34,2353.1,2041.2
서울특별시 광진구 자양로18길 52(구두상점 옆),광진구,0,33,1379.4,1290.4
서울특별시 강서구 제일성심병원16-361,강서구,0,38,2949.5,2213.8
서울특별시 금천구 호암로(벽산아파트 103동),금천구,0,35,1936.9,1798.5
서울특별시 도봉구 도봉역 1번출구,도봉구,0,35,805.8,624.4
서울특별시 중구 서울역 환승센터 4번,중구,0,36,1468.2,1268
서울특별시 중구 신당5동 버스정류장,중구,0,36,1468.2,1268
서울특별시 서대문구 연희동 연희로242 보건소(13156),서대문구,1,32,1604.9,1490.7
서울특별시 강동구 올림픽로698 (천호동358 천호2동주민센타 앞),강동구,1,37,4555.5,4356.1
서울특별시 도봉구 쌍문3동 우체국 앞,도봉구,0,35,805.8,624.4
서울특별시 강동구 아름다운강일교회,강동구,1,37,4555.5,4356.1
"서울특별시 서대문구 통일로 홍제삼거리,인왕산한신휴플러스 (13030)",서대문구,0,32,1604.9,1490.7
서울특별시 마포구 상암산로MBC상가 앞 횡단보도(YTN방향),마포구,0,34,1979.4,1753.4
서울특별시 중랑구 버스중앙차로 (07-007),중랑구,1,33,1585.9,1461.3
서울특별시 강서구 송정역1번출구,강서구,0,38,2949.5,2213.8
서울특별시 송파구 잠실본동 336-5 앞 사거리 주변,송파구,1,34,2353.1,2041.2
서울특별시 구로구 경인로 220,구로구,0,37,1333.4,1111.4
서울특별시 마포구 홍익로 10 서교푸르지오 버스정류장(14-906),마포구,0,34,1979.4,1753.4
서울특별시 강남구 개포동 대모산역 8번출구,강남구,0,32,3718,3059.5
서울특별시 광진구 현대6차아파트(쉐르빌) 정류장,광진구,0,33,1379.4,1290.4
서울특별시 강남구 진흥아파트 5동 앞,강남구,0,32,3718,3059.5
서울특별시 동작구 9호선 노량진역 6번출구,동작구,0,40,1514.3,1410.9
서울특별시 마포구 독막로 27 NH농협은행앞,마포구,1,34,1979.4,1753.4
서울특별시 구로구 항동112-3,구로구,0,37,1333.4,1111.4
서울특별시 은평구 통일로 620녹번역 1번 출구 미니스톱 앞(녹번동39-2),은평구,0,38,2311.2,2146.4
서울특별시 광진구 자양로 106(미가로 조형물 광장),광진구,0,33,1379.4,1290.4
서울특별시 관악구 관악로 145,관악구,0,35,1666.5,1533.2
서울특별시 금천구 독산로 42,금천구,1,35,1936.9,1798.5
서울특별시 동작구 여의대방로 182옆 (강남중학교방향),동작구,0,40,1514.3,1410.9
서울특별시 강남구 영동고교입구,강남구,0,32,3718,3059.5
서울특별시 강남구 아이케슬,강남구,0,32,3718,3059.5
서울특별시 관악구 관악로 161,관악구,0,35,1666.5,1533.2
서울특별시 강동구 초이동 정류장(중앙차로),강동구,0,37,4555.5,4356.1
서울특별시 구로구 천왕동 12-39(연지타운2단지 버스정류장),구로구,0,37,1333.4,1111.4
서울특별시 동작구 상도로321,동작구,0,40,1514.3,1410.9
서울특별시 은평구 은평터널로 28(수색동 주민센터 건너편,은평구,0,38,2311.2,2146.4
서울특별시 은평구 통일로675 선일약국 앞,은평구,0,38,2311.2,2146.4
서울특별시 도봉구 연세치과 앞,도봉구,0,35,805.8,624.4
서울특별시 구로구 경인로20길 1,구로구,0,37,1333.4,1111.4
서울특별시 도봉구 KT 도봉빌딩,도봉구,0,35,805.8,624.4
"서울특별시 구로구 신도림동 437-8
(우리은행 앞)",구로구,0,37,1333.4,1111.4
서울특별시 영등포구 gs편의점 앞,영등포구,1,34,2556.1,2377.5
서울특별시 마포구 양화로165 홍대입구역 2번출구 앞,마포구,0,34,1979.4,1753.4
서울특별시 영등포구 영등포기계상가 버스정류소(19-202),영등포구,0,34,2556.1,2377.5
서울특별시 성동구 왕십리로320-1,성동구,0,34,2181.2,1442.1
서울특별시 송파구 석촌동 1-3 앞 횡단보도 옆,송파구,1,34,2353.1,2041.2
서울특별시 구로구 61,구로구,0,37,1333.4,1111.4
서울특별시 광진구 아차산역 사거리 - (구) 광동수산 앞,광진구,0,33,1379.4,1290.4
서울특별시 관악구 쑥고개로 83,관악구,0,35,1666.5,1533.2
서울특별시 중구 신당역 6번출구,중구,0,36,1468.2,1268
서울특별시 은평구 연서로 108 린나이 은평점,은평구,0,38,2311.2,2146.4
서울특별시 강북구 cu미아창문점 앞 09978 버스정류장,강북구,0,32,851,772.1
서울특별시 서대문구 이화여대길55,서대문구,0,32,1604.9,1490.7
"서울특별시 용산구 용산구청,크라운 호텔(한강중학교앞방면) 버스정류장(03-154)",용산구,0,36,1140.8,1009.6
서울특별시 용산구 한남시범아파트버스정류장(03-211),용산구,0,36,1140.8,1009.6
서울특별시 서초구 강남대로 483 앞,서초구,0,39,3801.7,3566.8
서울특별시 서대문구 통일로 홍제역 (13029),서대문구,0,32,1604.9,1490.7
"서울특별시 양천구 신월5동,가로공원 토종순대국앞",양천구,0,39,1107.7,923.9
서울특별시 강남구 뉴욕치과,강남구,0,32,3718,3059.5
서울특별시 서대문구 신촌로 91(신촌지하철역 1번출구),서대문구,0,32,1604.9,1490.7
서울특별시 송파구 경찰병원역 1번 출구 주변,송파구,0,34,2353.1,2041.2
서울특별시 도봉구 삼성래미안 2단지 앞,도봉구,0,35,805.8,624.4
서울특별시 서초구 서초대로 144 버스정류장 앞,서초구,0,39,3801.7,3566.8
서울특별시 관악구 신림로 355-1,관악구,0,35,1666.5,1533.2
서울특별시 구로구 버스전용차로-17006,구로구,0,37,1333.4,1111.4
서울특별시 금천구 시흥대로 265,금천구,0,35,1936.9,1798.5
서울특별시 노원구 중계역4번출구,노원구,0,36,1591.5,1366.8
서울특별시 송파구 오금동127-15 버스정류장 주변,송파구,0,34,2353.1,2041.2
서울특별시 구로구 부일로878-1,구로구,0,37,1333.4,1111.4
서울특별시 강서구 강서구청 본관 공원,강서구,1,38,2949.5,2213.8
서울특별시 용산구 용산우체국앞( 택시정류장앞 ),용산구,0,36,1140.8,1009.6
서울특별시 도봉구 신한은행 앞,도봉구,0,35,805.8,624.4
서울특별시 관악구 신림동길 16,관악구,0,35,1666.5,1533.2
서울특별시 강남구 거평타운,강남구,0,32,3718,3059.5
서울특별시 성북구 정릉로44길 7 돈암동삼성아파트입구 버스정류장(청진동해장국집앞),성북구,0,34,1354.6,1247.6
서울특별시 강동구 고덕로262 (고덕동310 고덕역3번출구 앞),강동구,0,37,4555.5,4356.1
서울특별시 강서구 외발산광명마을 버스정류장(16-152),강서구,0,38,2949.5,2213.8
서울특별시 마포구 양화로133 서교타워,마포구,0,34,1979.4,1753.4
서울특별시 영등포구 공원 앞 버스정류소(19-151),영등포구,1,34,2556.1,2377.5
서울특별시 강서구 우장초등학교16-142,강서구,0,38,2949.5,2213.8
서울특별시 강북구 초안교 앞 버스정류장(09-181),강북구,1,32,851,772.1
서울특별시 은평구 통일로755 곽대리 앞,은평구,0,38,2311.2,2146.4
"서울특별시 마포구 백범로 122, 풍천민물장어 직판장앞",마포구,0,34,1979.4,1753.4
"서울특별시 양천구 신월4동,덕수전자앞 버스정류장",양천구,0,39,1107.7,923.9
서울특별시 동작구 남성초등학교(ID:20-560),동작구,1,40,1514.3,1410.9
서울특별시 서대문구 남가좌2동 거북골로106-1 맞은편,서대문구,0,32,1604.9,1490.7
서울특별시 마포구 월드컵공원 입구 버스정류장(14-115 건너편),마포구,1,34,1979.4,1753.4
서울특별시 광진구 중곡동 국민은행 앞 횡단보도,광진구,0,33,1379.4,1290.4
서울특별시 성동구 청계천로546,성동구,1,34,2181.2,1442.1
"서울특별시 용산구 KT용산지사(신용산역방면)중앙버스정류장(외곽,03-006)",용산구,0,36,1140.8,1009.6
서울특별시 강동구 강동대로305 (둔촌동180-2 동북고 앞),강동구,0,37,4555.5,4356.1
서울특별시 은평구 서오릉로 102 뉴타운주유소,은평구,0,38,2311.2,2146.4
서울특별시 강서구 강서면허시험장 버스정류장(16-849),강서구,0,38,2949.5,2213.8
서울특별시 송파구 영파여자고등학교 버스정류장(잠실방면),송파구,0,34,2353.1,2041.2
서울특별시 동작구 사당지구대,동작구,0,40,1514.3,1410.9
서울특별시 강북구 도봉로357 구청사거리 우리은행 앞,성북구,0,34,1354.6,1247.6
서울특별시 용산구 이태원역 3번 출구 (올리브영 횡단보도앞),용산구,0,36,1140.8,1009.6
서울특별시 강동구 고덕로 패션아울렛(고덕점)앞,강동구,0,37,4555.5,4356.1
서울특별시 광진구 능동교회 앞 정류장,광진구,1,33,1379.4,1290.4
서울특별시 구로구 오류동 174-6,구로구,0,37,1333.4,1111.4
서울특별시 금천구 남부순환로 1282,금천구,0,35,1936.9,1798.5
서울특별시 강남구 하이마트,강남구,0,32,3718,3059.5
서울특별시 양천구 신월7동 경창빌딩앞 정류장,양천구,0,39,1107.7,923.9
서울특별시 성동구 성동구 옥수동 561,성동구,0,34,2181.2,1442.1
서울특별시 은평구 연신내 물빛 공원 내 우측(갈현1동),은평구,1,38,2311.2,2146.4
서울특별시 마포구 어울마당로47앞 중앙공원,마포구,0,34,1979.4,1753.4
서울특별시 강서구 발산역9번출구,강서구,0,38,2949.5,2213.8
서울특별시 중랑구 중랑역동부시장1(07-124),중랑구,0,33,1585.9,1461.3
서울특별시 금천구 벚꽃로 91(금천구청 구의회),금천구,0,35,1936.9,1798.5
서울특별시 양천구 강서보건소앞 중앙차로 정류장,마포구,0,34,1979.4,1753.4
서울특별시 서대문구 신촌로 웨딩타운 (13041),서대문구,0,32,1604.9,1490.7
서울특별시 강남구 서광아파트 101동앞,강남구,0,32,3718,3059.5
서울특별시 은평구 은평뉴타운1단지 진입로 래미안 앞,은평구,0,38,2311.2,2146.4
서울특별시 구로구 가마산로 250,구로구,0,37,1333.4,1111.4
서울특별시 은평구 은평터널로 27 수색동 주민센터 앞,은평구,0,38,2311.2,2146.4
서울특별시 중구 무교동 기업은행 앞,중구,0,36,1468.2,1268
서울특별시 송파구 트리지움(아) 331동(동문) 앞,송파구,0,34,2353.1,2041.2
서울특별시 강서구 강서구청16-139,강서구,0,38,2949.5,2213.8
서울특별시 구로구 가마산로27길45,구로구,0,37,1333.4,1111.4
서울특별시 구로구 오리로 1291,구로구,0,37,1333.4,1111.4
서울특별시 노원구 공릉시장,노원구,0,36,1591.5,1366.8
서울특별시 성동구 왕십리로280,성동구,0,34,2181.2,1442.1
서울특별시 강남구 도곡동 543-5,강남구,1,32,3718,3059.5
서울특별시 도봉구 창동역 2번 출구 공영주차장 앞,도봉구,0,35,805.8,624.4
서울특별시 성동구 행당동286-70,성동구,0,34,2181.2,1442.1
서울특별시 금천구 가산디지털1로 1,금천구,0,35,1936.9,1798.5
서울특별시 강동구 동남로81길 (고덕동 광문고 사거리 코너),강동구,0,37,4555.5,4356.1
서울특별시 동대문구 사가정로 229,동대문구,0,33,1367.2,1234.7
서울특별시 용산구 이촌2동 주민센터(이촌2동대림아파트방면) 버스정류장(03-291),용산구,0,36,1140.8,1009.6
서울특별시 성동구 44,성동구,0,34,2181.2,1442.1
서울특별시 강서구 마곡역(16-397),강서구,1,38,2949.5,2213.8
서울특별시 마포구 공덕역 5번출구,마포구,0,34,1979.4,1753.4
서울특별시 도봉구 정인한의원 맞은편,도봉구,1,35,805.8,624.4
서울특별시 동대문구 답십리로 237,동대문구,1,33,1367.2,1234.7
"서울특별시 구로구 신도림로 2
(파리바게트 앞)",구로구,0,37,1333.4,1111.4
서울특별시 강남구 대치역 7번출구,강남구,0,32,3718,3059.5
서울특별시 동대문구 망우로 67,동대문구,0,33,1367.2,1234.7
서울특별시 구로구 디지털로230-1,구로구,0,37,1333.4,1111.4
서울특별시 송파구 장지역 1번 출구,송파구,0,34,2353.1,2041.2
서울특별시 용산구 강촌아파트 버스정류장(03-221),용산구,0,36,1140.8,1009.6
서울특별시 강남구 호산병원,강남구,1,32,3718,3059.5
서울특별시 관악구 관악로 185,관악구,0,35,1666.5,1533.2
서울특별시 서초구 서운로 207 버스정류장 앞,서초구,0,39,3801.7,3566.8
서울특별시 강남구 오세원 성형외과,강남구,1,32,3718,3059.5
서울특별시 성동구 성수동1가656-75,성동구,0,34,2181.2,1442.1
서울특별시 성동구 성동구 성수동1가 656-335,성동구,1,34,2181.2,1442.1
서울특별시 강남구 대치동 949-11,강남구,0,32,3718,3059.5
서울특별시 강서구 가양동CJ주식회사16-267,강서구,0,38,2949.5,2213.8
서울특별시 강서구 가로공원로 215 가로공원공영주차장 횡단보도,강서구,0,38,2949.5,2213.8
서울특별시 광진구 능동로383(중곡1동 165-7),광진구,0,33,1379.4,1290.4
서울특별시 중구 세종대로 파이낸스 빌딩 앞,중구,0,36,1468.2,1268
서울특별시 서초구 서리풀문화광장 장난감도서관 앞,서초구,0,39,3801.7,3566.8
서울특별시 강남구 역삼동 826-20,강남구,0,32,3718,3059.5
서울특별시 용산구 삼각지 안전지대 횡단보도 (LG자이아파트 앞 ),용산구,0,36,1140.8,1009.6
서울특별시 마포구 월드컵북로 445 공원 거리,마포구,0,34,1979.4,1753.4
서울특별시 강서구 서울신정초등학교(16-183),강서구,0,38,2949.5,2213.8
서울특별시 강남구 개포동 개포연금매장 앞,강남구,0,32,3718,3059.5
서울특별시 강서구 허준로 175 도시개발6단지아파트 버스정류장,강서구,0,38,2949.5,2213.8
서울특별시 송파구 문정1동 42-4 횡단보도,송파구,0,34,2353.1,2041.2
서울특별시 은평구 구파발역 1번출구 앞,은평구,1,38,2311.2,2146.4
서울특별시 성동구 금호동4가593,성동구,2,34,2181.2,1442.1
서울특별시 금천구 독산로 110(시흥동 814-6),금천구,0,35,1936.9,1798.5
서울특별시 송파구 대림아파트 버스정류장 (가락동 방향),송파구,0,34,2353.1,2041.2
서울특별시 동대문구 장안동 473-3,동대문구,0,33,1367.2,1234.7
서울특별시 강동구 성내로15 (성내동539-2 GS25시 앞),강동구,0,37,4555.5,4356.1
서울특별시 서초구 고속터미널역 8-1번 출구 뒤,서초구,0,39,3801.7,3566.8
서울특별시 광진구 동일로22길 17(소두마리 앞),광진구,0,33,1379.4,1290.4
서울특별시 강동구 고덕로 고덕평생학습관앞 (295),강동구,1,37,4555.5,4356.1
서울특별시 금천구 독산로 359(독산동 959-23),금천구,0,35,1936.9,1798.5
서울특별시 성북구 화랑로15길 4(상월곡동 55-56) 상월곡역 버스정류장,성북구,0,34,1354.6,1247.6
"서울특별시 성북구 돈암사거리,성신여대입구 방향",성북구,0,34,1354.6,1247.6
서울특별시 강남구 세븐럭카지노,강남구,1,32,3718,3059.5
서울특별시 강남구 개포동 주공2단지(214동 앞),강남구,0,32,3718,3059.5
서울특별시 용산구 순천향대학병원(블루스퀘어방면) 버스정류장(03-162),용산구,0,36,1140.8,1009.6
서울특별시 은평구 증산로400 새절역 1번출구 앞(신사동),은평구,1,38,2311.2,2146.4
서울특별시 동작구 상도동 511 숭실대 미래관 앞,동작구,0,40,1514.3,1410.9
서울특별시 강서구 양천로27길 서광아파트 버스정류장,강서구,1,38,2949.5,2213.8
서울특별시 송파구 송파동 48-13 앞,송파구,0,34,2353.1,2041.2
서울특별시 강남구 신사역 2번출구,강남구,0,32,3718,3059.5
서울특별시 강북구 인수봉로160앞 마을버스 정류장 한신대 맞은 편,강북구,0,32,851,772.1
서울특별시 동대문구 이문로 38,동대문구,0,33,1367.2,1234.7
서울특별시 마포구 어울마당로65 상상마당빌딩 앞 주차부스옆,마포구,0,34,1979.4,1753.4
서울특별시 금천구 시흥대로 406(독산동 286-8),금천구,0,35,1936.9,1798.5
서울특별시 중구 시청역1번출구 앞,중구,0,36,1468.2,1268
서울특별시 양천구 신월2동 신내과 건너편,양천구,0,39,1107.7,923.9
서울특별시 도봉구 사계공원 가을,도봉구,0,35,805.8,624.4
서울특별시 서초구 이수역 1번 출구 뒤,서초구,0,39,3801.7,3566.8
서울특별시 관악구 건영아파트 앞,관악구,0,35,1666.5,1533.2
서울특별시 송파구 위례신도시 24단지 버스정류장 주변,송파구,0,34,2353.1,2041.2
서울특별시 관악구 남부순환로 1990,관악구,0,35,1666.5,1533.2
서울특별시 동작구 중앙대학병원 앞,동작구,0,40,1514.3,1410.9
서울특별시 중구 신흥빌딩 앞 횡단보도,중구,0,36,1468.2,1268
서울특별시 강남구 대림역삼아파트 앞,강남구,0,32,3718,3059.5
서울특별시 강남구 학동역2번 출구,강남구,0,32,3718,3059.5
서울특별시 성동구 성동구 성수동2가 231-1,성동구,0,34,2181.2,1442.1
서울특별시 중구 명동역 2번출구 (환풍기 옆),중구,0,36,1468.2,1268
서울특별시 송파구 잠실대교 남단 버스중앙차로(상행),송파구,0,34,2353.1,2041.2
서울특별시 마포구 공덕역 6번출구,마포구,0,34,1979.4,1753.4
서울특별시 강남구 일원동 대모산역,강남구,0,32,3718,3059.5
서울특별시 강동구 구천면로328,강동구,0,37,4555.5,4356.1
서울특별시 강남구 주공3단지 311동 앞,강남구,0,32,3718,3059.5
서울특별시 강북구 한천로1019 솥뚜껑식당 앞,강북구,0,32,851,772.1
서울특별시 성동구 성수동1가656-745,성동구,0,34,2181.2,1442.1
서울특별시 서초구 신한은행 반포남금융센터 앞,서초구,0,39,3801.7,3566.8
서울특별시 영등포구 신길5동주민센터 버스정류장(19-242),영등포구,0,34,2556.1,2377.5
서울특별시 서대문구 홍제3동 홍지문 35통 정류장 (13936),서대문구,0,32,1604.9,1490.7
서울특별시 강서구 월정로 176 월정초등학교 앞,강서구,0,38,2949.5,2213.8
서울특별시 은평구 증산로 253 피자헛 앞,은평구,0,38,2311.2,2146.4
서울특별시 구로구 경인로572,구로구,0,37,1333.4,1111.4
서울특별시 동작구 정진학원 길(올리브영),동작구,1,40,1514.3,1410.9
서울특별시 중구 동호로 194 약수역 1번출구,중구,0,36,1468.2,1268
서울특별시 강남구 일원동 712-1,강남구,0,32,3718,3059.5
서울특별시 영등포구 영등포역 버스중앙차로(19-006),영등포구,1,34,2556.1,2377.5
서울특별시 용산구 원효2동산호아파트(청암동강변삼성아파트방면)버스정류장(03-300),용산구,0,36,1140.8,1009.6
서울특별시 양천구 양천공원 버스정류장앞,양천구,0,39,1107.7,923.9
서울특별시 강남구 삼성웨딩프라자,강남구,0,32,3718,3059.5
서울특별시 강북구 번동주공아파트4단지 앞 버스정류장(09-180),강북구,0,32,851,772.1
서울특별시 은평구 증산3교 증산중학교,은평구,0,38,2311.2,2146.4
서울특별시 금천구 가산디지털1로 2,금천구,0,35,1936.9,1798.5
